Peak id,Mass,RT,UN_1.mzXML,UN4.mzXML,INFEC_1.mzXML,INFEC_2.mzXML,INFEC_3.mzXML,INFEC_4.mzXML,HK1.mzXML,HK2.mzXML,HK3.mzXML,HK4.mzXML,Polarity,FrAnK Annotation,PiMP Annotation,KEGG ID
3241,385.731,2595.63,67364.34,62582.13,52856.71,65544.92,76830.74,101029.45,82419.89,78505.84,87167.12,78228.53,negative,No Fragments,,
3242,653.3023,2578.63,59787.92,56009.73,62289.4,66982.73,59562.1,60262.54,66722.42,65470.32,57553.55,75706.48,negative,No Fragments,,
3243,139.9756,2606.65,69386.1,66190.37,60631.93,60333.74,60034.62,64228.76,63226,62122.27,56858.53,65936.3,negative,No Fragments,Carbamoyl phosphate,"C00169,HMDB01096"
3244,139.0071,2591.78,53019.1,56772.03,67696.52,51739.86,56664,43778.45,51775.76,54553.82,60377.4,52505.91,negative,No Fragments,,
3245,185.0456,2600.59,48272.78,49193.46,38391.79,52364.63,57263.87,57459.93,43562.34,45881.35,46599.77,45038.48,negative,No Fragments,Erinapyrone C,HMDB41026
3246,145.0143,437.99,101763.73,114777.58,340527,65110.17,122684.85,151099.39,188602.83,324934.63,181295.48,410752.75,negative,No Fragments,"2-Oxoglutarate,3-Oxoglutaric acid,3-methylmalate(2-),5-Hydroxy-2,4-dioxopentanoate,Dehydro-D-arabinono-1,4-lactone,Methyloxaloacetate,Oxaloacetate 4-methyl ester,Oxoglutaric acid","C00026,C03716,C05406,C06030,C06316,HMDB00208,HMDB13701,HMDB62739,Std2_1_20170612_135749_64"
3247,151.0071,435.41,429538.03,666567.38,394961.78,462658.53,344728.5,297572.06,488924.34,808769.69,756527.06,409088.72,negative,No Fragments,,
3248,151.0401,434.62,399612.28,219861.75,175468.38,215798.98,220419.61,215348.14,283165.91,367154.16,280612.59,335172.13,negative,No Fragments,"(R)-Mandelate,(R)-mandelic Acid,(S)-Mandelate,1-(2-Furanyl)-1,3-butanedione,1-(5-Methyl-2-furanyl)-1,2-propanedione,2',3'-Dihydroxyacetophenone,2',4'-Dihydroxyacetophenone,2',5'-Dihydroxyacetophenone,2',6'-Dihydroxyacetophenone,2,4'-Dihydroxyacetophenone,2-(Hydroxymethyl)benzoic acid,2-Hydroxyphenylacetate,2-Methoxybenzoic acid,2-Propenyl 2-furancarboxylate,3',4'-Dihydroxyacetophenone,3',5'-Dihydroxyacetophenone,3,4-Dihydroxyphenylacetaldehyde,3-Cresotinic acid,3-Hydroxyphenylacetate,3-Hydroxyphenylacetic acid,3-Methoxybenzoic acid,3-Methoxytropolone,3-Methylsalicylate,4-Hydroxy-3-methoxy-benzaldehyde,4-Hydroxy-3-methylbenzoic acid,4-Hydroxymethylsalicylaldehyde,4-Hydroxyphenacyl alcohol,4-Hydroxyphenyl acetate,4-Hydroxyphenylacetate,4-Methoxybenzoate,4-Methylsalicylate,6-Methylsalicylate,6-Methylsalicylic acid,Ethyl 2-furanyl diketone,Mandelic acid,Menisdaurilide,Methyl 2-hydroxybenzoate,Methyl furfuracrylate,Methyl salicylate,Methylparaben,Ortho-Hydroxyphenylacetic acid,Phenoxyacetate,Phenoxyacetic acid,Resorcinol monoacetate,Vanillin,p-Anisic acid,p-Hydroxyphenylacetic acid","C00642,C00755,C01983,C01984,C02181,C02519,C02639,C02657,C03663,C04043,C05593,C05852,C10675,C10804,C12064,C12305,C13635,C13636,C14088,C14103,C14108,C17900,HMDB00020,HMDB00440,HMDB00669,HMDB00703,HMDB01101,HMDB02390,HMDB03791,HMDB04815,HMDB12308,HMDB29657,HMDB29658,HMDB29659,HMDB29660,HMDB29661,HMDB29662,HMDB31609,HMDB32399,HMDB32572,HMDB32594,HMDB32604,HMDB32606,HMDB32629,HMDB32919,HMDB33003,HMDB34172,HMDB36907,HMDB41283,HMDB60390,HMDB62635,LMPK13010002"
3249,227.0928,432.57,176100.3,120420.92,58132.99,71988.07,87117.04,62636.43,98006.95,63859.34,63883.73,59692.47,negative,No Fragments,"Depdecin,Propyl propane thiosulfonate","HMDB32496,LMFA05000013"
3250,133.0143,948.55,4321134.5,2824676.5,4561032,3149456,3962595.5,2606903.25,2944789,2247727.5,3108963.25,2527499,negative,Annotate in FrAnK,"(R)-Malate,(S)-Malate,3-Dehydro-L-threonate,D-Malic acid,L-Malic acid,Malate,Malic acid,Velcorin","C00149,C00497,C00711,C03064,HMDB00156,HMDB00744,HMDB31518,HMDB32872,Std2_1_20170612_135749_65"
3251,214.0488,943.03,121954.62,112824.76,91230.77,122052.86,110576.7,114406.41,150234.2,120091.34,176674.94,139866.66,negative,No Fragments,"Glycerylphosphorylethanolamine,sn-Glycero-3-phosphoethanolamine,sn-glycero-3-Phosphoethanolamine","C01233,HMDB00114,HMDB59660"
3252,152.9864,969.86,7458035,1594795.88,886904.19,1226827.88,663456.25,2867226.75,704381.31,1090905.25,1176255.63,680529,negative,Annotate in FrAnK,,
3253,200.9865,962.67,130981.97,88006.82,75084.34,66388.06,134293.05,84498.25,98490.91,104250.05,79418.52,98704.88,negative,No Fragments,4-Sulfobenzoate,C02236
3254,213.0076,976.98,80953.43,10277.44,NA,NA,NA,NA,NA,11694.83,11268.43,NA,negative,No Fragments,,
3255,182.9969,965.57,496650.19,263045.63,130635.12,129943.52,112795.03,198641.73,97523.3,199098.69,234648.59,150351.09,negative,No Fragments,,
3256,182.9969,959.76,286818.34,154367.11,76618.05,129943.52,112795.03,198641.73,97523.3,103622.64,128598.22,100700.46,negative,No Fragments,,
3257,181.0144,972.41,84896.11,23803.38,20551.72,25739.38,19815.33,23673.94,17151.51,13158.87,19845.48,16568.66,negative,No Fragments,"2-Hydroxyisophthalic acid,3,5-Dihydroxyphenylglyoxylate,4-Hydroxyphthalate,Stipitatate","C01853,C06680,C12325,C14097"
3258,161.0092,963.16,45174.71,30834.26,31669.49,29741.29,28685.97,34227.66,26486.61,38855.43,32426.84,31863.66,negative,No Fragments,"(4S)-4-Hydroxy-2-oxoglutarate,4-Hydroxy-2-oxoglutarate,4-Hydroxy-2-oxoglutaric acid,D-4-Hydroxy-2-oxoglutarate","C01127,C05946,C20485,HMDB02070,HMDB60466"
3259,245.0668,974.24,34862.63,27250.27,27585.18,21258.1,24719.74,24615.41,29534.3,26820,23182.12,37244.52,negative,No Fragments,,
3260,186.0409,859.63,NA,NA,NA,NA,NA,NA,NA,32161.54,NA,NA,negative,Annotate in FrAnK,"(2S,4S)-4-Hydroxy-2,3,4,5-tetrahydrodipicolinate,1-(Malonylamino)cyclopropanecarboxylic acid,2-(Acetamidomethylene)succinate","C01215,C20258,HMDB31700"
3261,149.0454,712.45,23065144,52341.52,39814.13,49626.32,63522.23,49629.78,31169.11,36097.55,36893.48,25247.08,negative,No Fragments,"2-Deoxypentonic acid,2-Deoxyribonic acid,2-deoxy-ribonic acid,Aldehydo-D-xylose,Arabinofuranose,Arabinose,Beta-D-ribopyranose,D-Apiose,D-Arabinose,D-Lyxose,D-Ribose,D-Ribulose,D-Xylose,D-Xylulose,L-Arabinofuranose,L-Arabinose,L-Lyxose,L-Ribulose,L-Threo-2-pentulose,L-Xylose,L-Xylulose,Ribulose,Xylose,alpha-D-Lyxose,alpha-D-Ribulose,alpha-D-Xylose,alpha-L-Arabinose,beta-D-Apiose,beta-D-Ribofuranose,beta-D-Ribopyranose,beta-D-Xylose,beta-L-Arabinofuranose,beta-L-Arabinose","C00121,C00181,C00216,C00259,C00309,C00310,C00312,C00476,C00508,C01394,C01488,C01508,C01510,C02096,C02204,C02205,C02479,C02604,C05052,C06115,C08346,C08353,C08354,C11476,C16639,C20569,HMDB00098,HMDB00283,HMDB00366,HMDB00621,HMDB00646,HMDB00751,HMDB01644,HMDB03371,HMDB12194,HMDB12325,HMDB29941,HMDB29942,HMDB59753,HMDB60254,LMFA01050386,Std2_1_20170612_135749_52"
3262,157.1234,242.37,12481564,13450114,14749185,11682145,12237954,12114122,13337138,14828837,16906178,13664256,negative,Annotate in FrAnK,"(+)-6-methyl caprylic acid,1-Hydroxy-3-nonanone,1-Methylbutyl 3-methylbutanoate,1-Methylbutyl butanoate,2-Methylbutyl 2-methylpropionate,2-Methylbutyl butyrate,2-Methylpropyl 2-methylbutanoate,2-Methylpropyl 3-methylbutanoate,2-isopropyl-hexanoic acid,2-methyl-octanoic acid,3,5,5-trimethyl-hexanoic acid,3-(Hydroxymethyl)-2-octanone,3-Heptyl acetate,3-Methylbutyl 2-methylpropanoate,3-Methylbutyl 2-methylpropionate,3-Methylbutyl butyrate,3-Octyl formate,3-methyl-octanoic acid,4-Methyl-2-pentyl-1,3-dioxolane,4-Methyloctanoic acid,4-methyl-octanoic acid,5-Methylhexyl acetate,5-methyl-octanoic acid,6-oxo-Nonan-1-ol,6S-methyl-octanoic acid,7-methyl caprylic acid,7:0(6Me,6Me),Butyl 2-methylbutanoate,Butyl 3-methylbutanoate,Butyl pentanoate,Ethyl 5-methylhexanoate,Heptyl acetate,Hexyl propionate,Isoamyl butyrate,Isopropyl hexanoate,Methyl caprylate,Nonanoic acid,Octyl formate,Oenanthic ether,Pelargonic acid,Pentyl butanoate,Propyl hexanoate,butyl 2-methyl-butanoate,formyl octanoate,hexyl propionate,propionyl hexanoate,xi-2-Ethylheptanoic acid","C01601,HMDB00798,HMDB00847,HMDB30331,HMDB31291,HMDB31480,HMDB31557,HMDB32042,HMDB32309,HMDB32406,HMDB32454,HMDB34162,HMDB34165,HMDB34606,HMDB36234,HMDB37143,HMDB37164,HMDB37288,HMDB38040,HMDB38603,HMDB39216,HMDB39219,HMDB40221,HMDB40295,HMDB40430,HMDB59822,LMFA01010009,LMFA01020002,LMFA01020003,LMFA01020088,LMFA01020152,LMFA01020153,LMFA01020243,LMFA01020244,LMFA01020245,LMFA01020270,LMFA01020345,LMFA05000138,LMFA07010186,LMFA07010413,LMFA07010435,LMFA07010446,LMFA07010507,LMFA07010568,LMFA07010569,LMFA07010570,LMFA07010572,LMFA07010574,LMFA07010652,LMFA07010676"
3263,241.1448,266.75,902724.44,923233.06,876868.25,1283316.88,931235.69,968734.38,764732.06,1142076.38,1307240.5,848407.31,negative,No Fragments,"(3S,5R,6R,7E)-3,5,6-Trihydroxy-7-megastigmen-9-one,2-Carboxy-4-dodecanolide","HMDB30987,HMDB38736"
3264,135.0452,265.55,16645437,124501.73,102989.23,126887.77,110077.35,116840.31,148249.19,117644.99,160365.25,136550.73,negative,No Fragments,"2'-Hydroxyacetophenone,2-Hydroxy-4-methylbenzaldehyde,2-Hydroxyacetophenone,2-Methoxybenzaldehyde,2-Methylbenzoic acid,3,4-Dihydroxystyrene,3-(3-Furanyl)-2-methyl-2-propenal,3-(5-Methyl-2-furyl)prop-2-enal,3-Methoxybenzaldehyde,3-Methylsalicylaldehyde,3-Vinylcatechol,4'-Hydroxyacetophenone,4-(2-Furanyl)-3-buten-2-one,4-Hydroxyphenylacetaldehyde,4-Methoxybenzaldehyde,4-Methylbenzoic acid,Benzyl formate,Benzylformate,M-toluic Acid,Methyl benzoate,Phenyl acetate,Phenylacetic acid,Toluate,alpha-Methyl-2-furanacrolein,m-Methylbenzoate,o-Toluate,p-Anisaldehyde","C00548,C01454,C03765,C05613,C06224,C07085,C07086,C07189,C07211,C07215,C10700,C10761,C14087,C15583,C20645,HMDB00209,HMDB02340,HMDB03767,HMDB29635,HMDB29686,HMDB31459,HMDB32400,HMDB32568,HMDB32603,HMDB33128,HMDB33766,HMDB33968,HMDB38176,HMDB40638,HMDB40733,HMDB41485,HMDB62810"
3265,96.9697,815.35,14714314,1952805.38,3285926.25,1760945.38,2294269,4594808.5,1896840.88,3261367.75,2463210,2492283.5,negative,No Fragments,"Orthophosphate,Phosphoric acid","C00009,HMDB02142"
3266,136.8632,812.42,2499032,635750.25,1102864.63,689352.38,611076.75,600834.19,817151.38,839604.06,628248,769069.5,negative,No Fragments,,
3267,131.0462,917.96,7745305.5,5454803,4801337,4033296.25,9680985,3593009.5,6297720.5,5229105.5,6165738,5289995,negative,Annotate in FrAnK,"3-Ureidopropionate,Asparagine,D-Asparagine,Glycyl-glycine,Glycylglycine,L-Asparagine,Methylazoxymethanol acetate,N-Carbamoylsarcosine,N-Nitroso-N-methylurethane,Ureidopropionic acid","C00152,C01043,C01905,C02037,C02642,C16438,C19258,C19301,HMDB00026,HMDB00168,HMDB11733,HMDB12265,HMDB33780,Std1_1_20170612_135637_30"
3268,285.0818,916.65,100462.79,60949.07,41012.95,23681.09,154871.83,25062.73,54981.28,40868.99,64656.65,59537.06,negative,No Fragments,,
3269,305.0117,917.95,138314.14,121510.25,86208.65,72863.23,165253,66175.7,119614.6,109695.6,132309.8,88747.67,negative,No Fragments,,
3270,312.1135,914.95,NA,9597.24,NA,NA,NA,NA,NA,NA,NA,NA,negative,No Fragments,Angustine,C09032
3271,343.0616,912.83,60574.82,36974.33,35205.32,9347.11,81216.95,20438.59,37182.55,36588.89,50673.32,41753.89,negative,No Fragments,Oxadiazon,C18496
3272,242.1764,261.6,798610.88,13695809,4017100.25,7696726.5,3507658.25,6094308.5,1605852.75,709629.38,526810.25,1919689.25,negative,Annotate in FrAnK,N-Undecanoylglycine,HMDB13286
3273,134.8653,765.72,10362740,10745591,10002419,10528996,11144592,10808872,10610737,13518963,10780210,10410208,negative,Annotate in FrAnK,,
3274,180.9263,746.13,539345.88,553731.56,562043.94,565198.94,649080.88,619016.5,550910.63,631551.56,566181.06,541310.44,negative,No Fragments,,
3275,180.9263,747.08,539345.88,553731.56,562043.94,565198.94,649080.88,619016.5,550910.63,631551.56,566181.06,541310.44,negative,No Fragments,,
3276,147.03,762.28,539988.69,537512.88,515345.06,513593.91,592712.94,584620.75,509631.03,494978.09,515090.88,458420.25,negative,No Fragments,"(R)-2-Hydroxyglutarate,(R)-2-Methylmalate,(S)-2-Hydroxyglutarate,(S)-2-Methylmalate,2-Dehydro-3-deoxy-D-xylonate,2-Dehydro-3-deoxy-L-arabinonate,2-Hydroxyglutarate,3-Hydroxyglutaric acid,Citramalate,Citramalic acid,D-2-Hydroxyglutaric acid,D-Arabinono-1,4-lactone,D-Xylono-1,4-lactone,D-Xylono-1,5-lactone,D-Xylonolactone,D-erythro-3-Methylmalate,D-threo-3-Methylmalate,L-2-Hydroxyglutaric acid,L-Arabinono-1,4-lactone,L-Arabinono-1,5-lactone,L-Xylono-1,4-lactone,L-threo-3-Methylmalate,Ribonolactone","C00652,C00684,C00815,C01087,C01114,C02266,C02612,C02614,C02630,C02753,C02994,C03196,C03826,C05405,C06029,C06031,C06032,HMDB00426,HMDB00428,HMDB00606,HMDB00694,HMDB01900,HMDB11676,HMDB59655"
3277,147.03,763.06,539988.69,537512.88,515345.06,480349.22,592712.94,584620.75,509631.03,494978.09,515090.88,458420.25,negative,No Fragments,"(R)-2-Hydroxyglutarate,(R)-2-Methylmalate,(S)-2-Hydroxyglutarate,(S)-2-Methylmalate,2-Dehydro-3-deoxy-D-xylonate,2-Dehydro-3-deoxy-L-arabinonate,2-Hydroxyglutarate,3-Hydroxyglutaric acid,Citramalate,Citramalic acid,D-2-Hydroxyglutaric acid,D-Arabinono-1,4-lactone,D-Xylono-1,4-lactone,D-Xylono-1,5-lactone,D-Xylonolactone,D-erythro-3-Methylmalate,D-threo-3-Methylmalate,L-2-Hydroxyglutaric acid,L-Arabinono-1,4-lactone,L-Arabinono-1,5-lactone,L-Xylono-1,4-lactone,L-threo-3-Methylmalate,Ribonolactone","C00652,C00684,C00815,C01087,C01114,C02266,C02612,C02614,C02630,C02753,C02994,C03196,C03826,C05405,C06029,C06031,C06032,HMDB00426,HMDB00428,HMDB00606,HMDB00694,HMDB01900,HMDB11676,HMDB59655"
3278,198.8924,744.42,324208.25,356611.06,353693.31,360159.63,328097.66,409521,363498.41,362830.22,394788.53,369884.56,negative,No Fragments,,
3279,140.9337,755.94,275057.22,312463.34,307342.63,304570.78,308565.28,335884.53,312181.69,337317.53,312967.59,316949.16,negative,No Fragments,Dibasic sodium phosphate,C13558
3280,246.8981,740.53,299675.69,321050.66,299502.84,292248.72,319973.16,327368.88,287842.06,319759.38,331352.63,330034.53,negative,No Fragments,,
3281,200.8895,754.72,231816.27,270167.53,244115.25,280116.28,250639.91,296225.69,275832.81,258763.42,258261.38,250913.13,negative,No Fragments,,
3282,240.8816,756.3,227214.41,202547.47,218904.33,211124.56,197935.95,238179.45,208934.25,212483.03,206024.78,226803.41,negative,No Fragments,,
3283,182.9234,740.8,204140.77,196325.88,204690.77,178819.92,204073.09,203664.98,210956.88,202885.3,196279.33,231024.83,negative,No Fragments,,
3284,158.9442,741.73,189790.91,181781.73,194271.23,167199.55,199249.61,226457.09,169172.84,190134.17,178133.7,179398.5,negative,No Fragments,,
3285,158.9442,766.86,189790.91,181781.73,194271.23,167199.55,199249.61,226457.09,169172.84,171552.83,178133.7,180920.69,negative,No Fragments,,
3286,229.0718,754.64,165304.77,154707.41,146222.11,159296.86,176569.8,181669.09,164414.86,159091.97,153033.06,151574.48,negative,No Fragments,,
3287,248.8379,758.79,176091.98,142885.92,117811.23,148475.19,195857.88,173178.55,132503.66,142839.09,150186.27,137803.78,negative,No Fragments,,
3288,173.0456,767.36,178754.27,160775.84,142981.13,143738.19,179121.52,191330.91,150788.63,145316.27,166908.17,146326.19,negative,No Fragments,"(2S)-2-Isopropyl-3-oxosuccinate,2,6-dimethyl-trans-2-heptenoyl-CoA,2-Isopropyl-3-oxosuccinate,2-Methyl-3-oxoadipate,2-Oxopimelate,3-oxopimelic acid,4(R),8-dimethyl-trans-2-nonenoyl-CoA,4-Methyl-3-oxoadipate,6,7-dihydroxy-4-oxo-2-heptenoic acid,Dimethyl 2-oxoglutarate,Shikimate,Shikimic acid","C00493,C04236,C16588,C18307,C18312,HMDB03070,HMDB12149,HMDB61388,HMDB62194,HMDB62377,LMFA01050242,LMFA01170069"
3289,252.8318,760.27,147724.09,129203.39,134872.91,118395,117855.52,157275.41,135035.83,139009.28,137111.33,122712.95,negative,No Fragments,,
3290,256.851,749.55,112369.7,123495.79,129896.73,148434.91,149313.33,142096.56,151709.67,139962.52,132148.69,162128.92,negative,No Fragments,,
3291,184.8623,762.43,127236.37,123683.63,113444.57,115527.84,81997.41,125916.8,126323.95,133689.63,113048.23,122189.45,negative,No Fragments,,
3292,186.8594,768.02,132860.16,118224.97,136415.67,133896.86,99765.32,141719.11,109280.35,107620.41,122508.26,138691.13,negative,No Fragments,,
3293,186.8594,757.19,131528.95,118224.97,107738.77,133896.86,99765.32,141719.11,107347.1,107611.49,115578.31,137662.44,negative,No Fragments,,
3294,142.9308,742.23,108088.79,103246.88,109061.34,104524.93,102091.15,123061.41,118136.24,104268.34,107604.75,125593.65,negative,No Fragments,,
3295,298.8402,753.06,92434.4,108476.73,112349.38,84131.09,87543.95,103587.38,82943.17,79612.98,91610.48,84871.87,negative,No Fragments,,
3296,184.0616,758.42,83183.26,111279.2,85356.15,88627.38,101537.34,93238.97,103063.77,98505.18,94275.03,82322.49,negative,No Fragments,,
3297,189.0405,760.42,78040.89,88734.25,77291.37,77487.54,86058.2,105292.2,74483.7,75214.84,75856.45,77435.79,negative,No Fragments,"2,4-Dihydroxyhept-2-enedioate,2,4-dihydroxy-2-heptenedioc acid,2-Hydroxy-2-(2-oxopropyl)butanedioic acid,3-Dehydroquinate,4-Hydroxy-2-oxo-heptanedioate,4-Hydroxy-4-methyl-2-oxoadipate,4-hydroxy-2-oxo-Heptanedioic acid","C00944,C04049,C05601,C06201,HMDB12710,HMDB59927,LMFA01170052,LMFA01170062"
3298,308.7936,764.33,99067.56,87585.16,76793.61,82592.97,70407.35,93619.62,76010.34,67597.92,66894.23,81808.09,negative,No Fragments,,
3299,160.9414,741.88,74015.66,62669.77,56321.96,68839.35,63564.79,76842.72,64460.71,73748.9,64822.16,62024.72,negative,No Fragments,,
3300,334.8435,757.75,59485.27,52750.27,55375.8,47981.67,49474.21,60912.67,59222.96,60040.57,74203.21,60344.71,negative,No Fragments,,
3301,191.0199,1070.67,2886656.25,2039720,2044041.5,1725898.88,2525281.5,1768713.75,2039932.38,2426184.5,2180723.75,1945773.63,negative,Annotate in FrAnK,"(1R,2R)-Isocitric acid,(1R,2S)-1-Hydroxypropane-1,2,3-tricarboxylate,(1S,2S)-1-Hydroxypropane-1,2,3-tricarboxylate,(4R,5S)-4,5,6-Trihydroxy-2,3-dioxohexanoate,2,3-Diketo-L-gulonate,2,5-Didehydro-D-gluconate,2-Dehydro-3-deoxy-D-glucarate,5-Dehydro-4-deoxy-D-glucarate,Carboxymethyloxysuccinate,Citrate,Citric acid,D-Glucaro-1,4-lactone,D-threo-Isocitric acid,Diketogulonic acid,Isocitrate,Isocitric acid,diketo-gulonic acid","C00158,C00311,C00451,C00679,C02780,C03600,C03921,C04575,C04617,HMDB00094,HMDB00193,HMDB01874,HMDB05971,HMDB06511,HMDB33717,HMDB41862,LMFA01060195"
3302,181.0719,839.03,6372447.5,5091466.5,4231498,2973334.75,8637004,3348899.5,5203117,4386323.5,5192365.5,4294154,negative,Annotate in FrAnK,"D-Iditol,D-Sorbitol,Galactitol,L-Glucitol,L-Iditol,Mannitol,Sorbitol","C00392,C00794,C01489,C01507,C01697,C01722,HMDB00107,HMDB00247,HMDB00765,HMDB11632"
3303,243.0462,839.54,142603.28,103498,98958.96,66535.86,167712.13,61525.09,98048.48,101924.38,95302.13,85688.22,negative,No Fragments,,
3304,309.0183,838.52,60818.06,47966.39,28200.12,28989.15,81943.2,30136.24,41252.43,38010.24,43032.79,36711.18,negative,No Fragments,"Edifenphos,O-Ethyl S,S-diphenyl phosphorodithioate","C14436,HMDB31781"
3305,331.0003,839.14,41623.79,26301.88,32632.32,24736.58,48103.8,23689.64,31491.35,12869.12,34074.94,24344.73,negative,No Fragments,,
3306,116.9072,304.85,3888056.75,9258706,4965628.5,11646270,8225406.5,6337358.5,10142258,6686439.5,7999085,6545920.5,negative,Annotate in FrAnK,Chloroform,"C13827,HMDB29596"
3307,118.9041,304.2,3905329.25,9376126,4604854.5,11825403,8190367.5,6276132,10052200,6738462.5,8310507.5,6460712,negative,Annotate in FrAnK,,
3308,120.9012,303.72,1287332.5,3223264.25,1710654.25,3956982,2901434.75,2129194.5,3481353.5,2231927.5,2632865.25,2199892.75,negative,Annotate in FrAnK,,
3309,120.9012,290.83,1122805.63,2458057,1710654.25,2709252.5,2267209,1618266.25,2834555,1757489.63,1960675,1773780.63,negative,No Fragments,,
3310,122.8983,305.72,153859.08,372494.44,198688.5,432588.97,335704.13,251395.8,390730.06,272266.84,358887.81,253574.69,negative,No Fragments,,
3311,164.8911,303.51,28945.81,59451.36,40473.22,62080.55,52400.27,48903.91,61127.64,50422.8,54098.01,50453.03,negative,No Fragments,,
3312,199.1705,227.87,7627340,9400581,8446859,7437497,7558076,7593023.5,9301345,9960218,10122273,8668664,negative,Annotate in FrAnK,"(R)-Dihydrocitronellol acetate,2-Heptyl butyrate,2-methyl-undecanoic acid,3-methyl-undecanoic acid,3R-methyl-undecanoic acid,4-methyl-undecanoic acid,5-methyl-undecanoic acid,6-methyl-undecanoic acid,8-methyl-undecanoic acid,9-methyl-undecanoic acid,Decyl acetate,Dodecanoic acid,Ethyl decanoate,Hexyl hexanoate,Isobutyl octanoate,Isolauric acid,Isopropyl nonanoate,Lauric acid,Nonanal propyleneglycol acetal,Octyl 2-methylpropanoate,Octyl butanoate,Pentyl heptanoate,ethyl decanoate,hexyl hexanoate,octyl 2-methyl-propionyl,octyl butyrate","C02679,HMDB00638,HMDB30998,HMDB32310,HMDB32440,HMDB33619,HMDB34128,HMDB34136,HMDB34137,HMDB35410,HMDB36225,HMDB40166,HMDB59868,LMFA01010012,LMFA01020004,LMFA01020053,LMFA01020054,LMFA01020055,LMFA01020056,LMFA01020057,LMFA01020058,LMFA01020059,LMFA01020156,LMFA07010212,LMFA07010420,LMFA07010438,LMFA07010455,LMFA07010504"
3313,121.0295,297.84,7157036,6403496.5,8167056,8245454,8952233,8051923,9451227,7574477.5,9689493,8787328,negative,Annotate in FrAnK,"2-Hydroxybenzaldehyde,3-(2-Furanyl)-2-propenal,3-Hydroxybenzaldehyde,4-Hydroxybenzaldehyde,Aromatic acid,Benzoate,Benzoic acid,Salicylaldehyde,Tropolone","C00180,C00539,C00633,C03067,C06202,C15474,HMDB01870,HMDB11718,HMDB32918,HMDB34170"
