reaction_id	reaction_name	protein_coverage	compound_coverage	all_coverage	protein	observed_protein_count	all_protein_count	compound	observed_compound_count	all_compound_count	pathway_ids	pathway_names
R-MMU-1855224	5-PP-IP5 is phosphorylated to 5-PPP-IP5 by IP6K1/2 in the nucleus	1.00	0.00	0.33	Q6PD10 (ENSMUSG00000032594):Q80V72 (ENSMUSG00000032599)	2	2		0	4	R-MMU-1855191	Synthesis of IPs in the nucleus
R-MMU-193455	(24R, 25R) 3alpha,7alpha,12alpha,24-tetrahydroxy-5beta-cholestanoyl-CoA is oxidized to 3alpha,7alpha,12alpha-trihydroxy-5beta-cholest-24-one-CoA	1.00	0.00	0.17	P51660 (ENSMUSG00000024507)	1	1		0	5	R-MMU-193368	Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol
R-MMU-71164	homogentisate + O2 => maleylacetoacetate	1.00	0.00	0.20	O09173 (ENSMUSG00000022821)	1	1		0	4	R-MMU-71182	Phenylalanine and tyrosine catabolism
R-MMU-1605797	Sphingomyelin phosphodiesterase (SMPD1) hydrolyses sphingomyelin to ceramide (lysosome)	1.00	0.00	0.20	Q04519 (ENSMUSG00000037049)	1	1		0	4	R-MMU-1660662	Glycosphingolipid metabolism
R-MMU-1675773	PI(3,4)P2 is phosphorylated to PI(3,4,5)P3 by PIP5K1A-C at the plasma membrane	1.00	0.00	0.43	P70181 (ENSMUSG00000024867):P70182 (ENSMUSG00000028126):O70161 (ENSMUSG00000034902)	3	3		0	4	R-MMU-1660499	Synthesis of PIPs at the plasma membrane
R-MMU-1855214	PL(C)D4:3xCa2+ hydrolse PI(4,5)P2 to I(1,4,5)P3 and DAG at the ER membrane	1.00	0.00	0.25	Q8BG07 (ENSMUSG00000052160):Q8K3R3 (ENSMUSG00000026173)	2	2		0	6	R-MMU-1855204	Synthesis of IP3 and IP4 in the cytosol
R-MMU-200644	5,10-methyleneTHF polyglutamate + NADP+ <=> 5,10-methenylTHF polyglutamate + NADPH + H+	1.00	0.00	0.17	Q922D8 (ENSMUSG00000021048)	1	1		0	5	R-MMU-196757	Metabolism of folate and pterines
R-MMU-2162186	DeMQ10H2 is methylated to Q10H2 by COQ3	1.00	0.00	0.17	Q8BMS4 (ENSMUSG00000028247)	1	1		0	5	R-MMU-2142789	Ubiquinol biosynthesis
R-MMU-1855223	I(1,3,4,5,6)P5 is phosphorylated to 5-PP-IP4 by IP6K1/3 in the cytosol	1.00	0.00	0.33	Q8BWD2 (ENSMUSG00000024210):Q6PD10 (ENSMUSG00000032594)	2	2		0	4	R-MMU-1855167	Synthesis of pyrophosphates in the cytosol
R-MMU-964958	2xPDXK:2xZn2+ phosphorylates PXA	1.00	0.00	0.17	Q8K183 (ENSMUSG00000032788)	1	1		0	5	R-MMU-964975	Vitamins B6 activation to pyridoxal phosphate
R-MMU-70885	beta-hydroxyisobutyrate + NAD+ <=> methylmalonyl semialdehyde + NADH + H+	1.00	0.00	0.17	Q99L13 (ENSMUSG00000029776)	1	1		0	5	R-MMU-70895	Branched-chain amino acid catabolism
R-MMU-194023	HSD11B2,HSD11B1 dimer oxidise CORT to COR	1.00	0.00	0.29	P51661 (ENSMUSG00000031891):P50172 (ENSMUSG00000016194)	2	2		0	5	R-MMU-194002	Glucocorticoid biosynthesis
R-MMU-71445	2-Phospho-D-glycerate <=> 3-Phospho-D-glycerate	1.00	0.00	0.50	O70250 (ENSMUSG00000020475):Q9DBJ1 (ENSMUSG00000011752)	2	2		0	2	R-MMU-70263	Gluconeogenesis
R-MMU-196964	RFK:Mg2+ phosphorylates RIB	1.00	0.00	0.17	Q8CFV9 (ENSMUSG00000024712)	1	1		0	5	R-MMU-196843	Vitamin B2 (riboflavin) metabolism
R-MMU-1614614	Cysteine is degraded to serine and H2S	1.00	0.00	0.17	Q8VCN5 (ENSMUSG00000028179)	1	1		0	5	R-MMU-1614558	Degradation of cysteine and homocysteine
R-MMU-2066780	Dehydrogenation of 3-hydroxy tetracosahexaenoyl-CoA	1.00	0.00	0.33	P51660 (ENSMUSG00000024507)	1	1		0	2	R-MMU-2046106	alpha-linolenic acid (ALA) metabolism
R-MMU-2995334	COX15 transforms heme O to heme A	1.00	0.00	0.33	Q8BJ03 (ENSMUSG00000040018)	1	1		0	2	R-MMU-189451	Heme biosynthesis
R-MMU-372449	phosphoenolpyruvate [mitochondrial matrix] + citrate [cytosol] => phosphoenolpyruvate [cytosol] + citrate [mitochondrial matrix]	1.00	0.00	0.20	Q8JZU2 (ENSMUSG00000003528)	1	1		0	4	R-MMU-70263	Gluconeogenesis
R-MMU-5696080	ALDH3B1 oxidises HXAL to PALM	1.00	0.00	0.14	Q80VQ0 (ENSMUSG00000024885)	1	1		0	6	R-MMU-1660661	Sphingolipid de novo biosynthesis
R-MMU-5694485	ABHD3 hydrolyses LPC(14:0) to 1AGPC	1.00	0.00	0.20	Q91ZH7 (ENSMUSG00000002475)	1	1		0	4	R-MMU-1483191	Synthesis of PC
R-MMU-196402	Cholesta-5,7,24-trien-3beta-ol is reduced to desmosterol	1.00	0.00	0.17	O88455 (ENSMUSG00000058454)	1	1		0	5	R-MMU-6807047	Cholesterol biosynthesis via desmosterol
R-MMU-71037	alpha-ketoadipate + CoASH + NAD+ => glutaryl-CoA + CO2 + NADH + H+	1.00	0.00	0.25	Q9D2G2 (ENSMUSG00000004789):O08749 (ENSMUSG00000020664):Q60597 (ENSMUSG00000020456)	3	3		0	9	R-MMU-71064	Lysine catabolism
R-MMU-198870	SVCT1/2 cotransports extracellular VitC and 2Na+ to cytosol	1.00	0.00	0.33	Q9EPR4 (ENSMUSG00000027340):Q9Z2J0 (ENSMUSG00000024354)	2	2		0	4	R-MMU-196836	Vitamin C (ascorbate) metabolism
R-MMU-70800	alpha-methylbutyryl-CoA + FAD => tiglyl-CoA + FADH2	1.00	0.00	0.17	Q9DBL1 (ENSMUSG00000030861)	1	1		0	5	R-MMU-70895	Branched-chain amino acid catabolism
R-MMU-8874745	ACAA2 tetramer transfers acyl group from Ac-CoA to acyl-CoA forming 3OA-CoA and CoA-SH	1.00	0.00	0.20	Q8BWT1 (ENSMUSG00000036880)	1	1		0	4	R-MMU-77289	Mitochondrial Fatty Acid Beta-Oxidation
R-MMU-977301	Histidine is decarboxylated to histamine	1.00	0.00	0.20	P23738 (ENSMUSG00000027360)	1	1		0	4	R-MMU-70921	Histidine catabolism
R-MMU-5690042	Peroxisomal ACOT4,6,8 hydrolyse MCFA-CoA, LCFA-CoA	1.00	0.00	0.33	P58137 (ENSMUSG00000017307):Q32Q92 (ENSMUSG00000043487):Q8BWN8 (ENSMUSG00000052392)	3	3		0	6	R-MMU-390247	Beta-oxidation of very long chain fatty acids
R-MMU-8875838	SLC25A19 transports ThDP from cytosol to mitochondrial matrix	1.00	0.00	0.33	Q9DAM5 (ENSMUSG00000020744)	1	1		0	2	R-MMU-196819	Vitamin B1 (thiamin) metabolism
R-MMU-8869425	PLA1A hydrolyses PS to 2-acyl LPS	1.00	0.00	0.20	Q8VI78 (ENSMUSG00000002847)	1	1		0	4	R-MMU-1482801	Acyl chain remodelling of PS
R-MMU-77340	3-Oxodecanoyl-CoA+CoA-SH<=>Octanoyl-CoA	1.00	0.00	0.33	Q8BMS1 (ENSMUSG00000025745):Q99JY0 (ENSMUSG00000059447)	2	2		0	4	R-MMU-77346	Beta oxidation of decanoyl-CoA to octanoyl-CoA-CoA
R-MMU-209859	Decarboxylation of 5-hydroxytryptophan forms serotonin	1.00	0.00	0.25	O88533 (ENSMUSG00000020182)	1	1		0	3	R-MMU-209931	Serotonin and melatonin biosynthesis
R-MMU-6807053	SC5D desaturates LTHSOL to 7-dehydroCHOL	1.00	0.00	0.12	O88822 (ENSMUSG00000032018)	1	1		0	7	R-MMU-6807062	Cholesterol biosynthesis via lathosterol
R-MMU-1855228	I(1,3,4,6)P4 is phosphorylated to I(1,3,4,5,6)P5 by IPMK in the nucleus	1.00	0.00	0.20	Q7TT16 (ENSMUSG00000060733)	1	1		0	4	R-MMU-1855191	Synthesis of IPs in the nucleus
R-MMU-8932980	SERINC3,5,(1,2,4) transport L-Ser from cytosol to plasma membrane	1.00	0.00	0.50	Q8BHJ6 (ENSMUSG00000021703):Q9QZI9 (ENSMUSG00000017707)	2	2		0	2	R-MMU-977347	Serine biosynthesis
R-MMU-192123	CYP27A1 27-hydroxylates CHOL	1.00	0.00	0.12	Q9DBG1 (ENSMUSG00000026170)	1	1		0	7	R-MMU-211976:R-MMU-193807	Endogenous sterols:Synthesis of bile acids and bile salts via 27-hydroxycholesterol
R-MMU-5696183	AOC3 deaminates BZAM	1.00	0.00	0.10	O70423 (ENSMUSG00000019326)	1	1		0	9	R-MMU-211945	Phase I - Functionalization of compounds
R-MMU-191323	HMGCS1 condenses Ac-CoA and ACA-CoA to form bHMG-CoA	1.00	0.00	0.17	Q8JZK9 (ENSMUSG00000093930)	1	1		0	5	R-MMU-191273	Cholesterol biosynthesis
R-MMU-71324	ribose 5-phosphate + xylulose 5-phosphate <=> sedoheptulose 7-phosphate + D-glyceraldehyde 3-phosphate	1.00	0.00	0.14	P40142 (ENSMUSG00000021957)	1	1		0	6	R-MMU-71336	Pentose phosphate pathway (hexose monophosphate shunt)
R-MMU-3159253	MMAB transfers adenosyl group from ATP to cob(I)alamin	1.00	0.00	0.20	Q9D273 (ENSMUSG00000029575)	1	1		0	4	R-MMU-196741	Cobalamin (Cbl, vitamin B12) transport and metabolism
R-MMU-1482867	DLCL is acylated to MLCL by LCLAT1 (ER)	1.00	0.00	0.20	Q3UN02 (ENSMUSG00000054469)	1	1		0	4	R-MMU-1482798	Acyl chain remodeling of CL
R-MMU-390251	HSD17B4 dehydrogenates 3-hydroxyhexacosanoyl-CoA	1.00	0.00	0.17	P51660 (ENSMUSG00000024507)	1	1		0	5	R-MMU-390247	Beta-oxidation of very long chain fatty acids
R-MMU-1676134	PI3P is phosphorylated to PI(3,5)P2 by PIP5K1A/B at the plasma membrane	1.00	0.00	0.33	P70181 (ENSMUSG00000024867):P70182 (ENSMUSG00000028126)	2	2		0	4	R-MMU-1660499	Synthesis of PIPs at the plasma membrane
R-MMU-174401	AHCY:NAD+ tetramer hydrolyses AdoHcy	1.00	0.00	0.17	P50247 (ENSMUSG00000048087:ENSMUSG00000027597)	1	1		0	5	R-MMU-156581:R-MMU-1614635	Methylation:Sulfur amino acid metabolism
R-MMU-8982667	PGM2:Mg2+ isomerises  dR1P to dR5P	1.00	0.00	0.25	Q7TSV4 (ENSMUSG00000029171)	1	1		0	3	R-MMU-71336	Pentose phosphate pathway (hexose monophosphate shunt)
R-MMU-5672027	ARL2:GTP:ARL2BP:SLC25A4 dimer exchanges ATP for ADP across the mitochondrial inner membrane	1.00	0.00	0.38	Q9D0J4 (ENSMUSG00000024944):Q9D385 (ENSMUSG00000031776):P48962 (ENSMUSG00000031633)	3	3		0	5	R-MMU-422356	Regulation of insulin secretion
R-MMU-482804	(d)NDP + ATP <=> (d)NTP + ADP (NME4)	1.00	0.00	0.05	Q9WV84 (ENSMUSG00000024177)	1	1		0	18	R-MMU-499943	Interconversion of nucleotide di- and triphosphates
R-MMU-163741	D-glyceraldehyde 3-phosphate + sedoheptulose 7-phosphate<=> xylulose 5-phosphate+ribose 5-phosphate 	1.00	0.00	0.14	P40142 (ENSMUSG00000021957)	1	1		0	6	R-MMU-71336:R-MMU-163754	Pentose phosphate pathway (hexose monophosphate shunt):Insulin effects increased synthesis of Xylulose-5-Phosphate
R-MMU-2162226	Beta-glucuronidase (GUSB) hydrolyses glucuronate from the HA disaccharides	1.00	0.00	0.20	P12265 (ENSMUSG00000025534)	1	1		0	4	R-MMU-2160916	Hyaluronan uptake and degradation
R-MMU-70844	alpha-methyl-acetoacetyl-CoA + CoA => propionyl-CoA + acetyl-CoA	1.00	0.00	0.20	Q8QZT1 (ENSMUSG00000032047)	1	1		0	4	R-MMU-70895	Branched-chain amino acid catabolism
R-MMU-1855193	1-PP-IP4 is phosphorylated to 1,5-(PP)2-IP3 by IP6K1/3 in the cytosol	1.00	0.00	0.33	Q8BWD2 (ENSMUSG00000024210):Q6PD10 (ENSMUSG00000032594)	2	2		0	4	R-MMU-1855167	Synthesis of pyrophosphates in the cytosol
R-MMU-428681	sphinganine 1-phosphate => phosphoethanolamine + hexadecanal	1.00	0.00	0.25	Q8R0X7 (ENSMUSG00000020097)	1	1		0	3	R-MMU-1660661	Sphingolipid de novo biosynthesis
R-MMU-1638032	N-acetylglucosamine 6-sulfatase (GNS) hydrolyses 6-sulfate groups of the N-acetyl-D-glucosamine 6-sulfate units of keratan sulfate	1.00	0.00	0.20	Q8BFR4 (ENSMUSG00000034707)	1	1		0	4	R-MMU-2022857	Keratan sulfate degradation
R-MMU-1606789	Arylsulfatase B (ARSB) hydrolyses sulfate groups from GalNAc 4-sulfate units of DS	1.00	0.00	0.17	A0A0R4J138 (ENSMUSG00000042082)	1	1		0	5	R-MMU-2024101	CS/DS degradation
R-MMU-1482543	2-MAG is hydrolyzed to fatty acid and glycerol by MGLL	1.00	0.00	0.20	O35678 (ENSMUSG00000033174)	1	1		0	4	R-MMU-1482883	Acyl chain remodeling of DAG and TAG
R-MMU-8874470	TNFAIP8 proteins transfer PI(4,5)P2, PI(3,4,5)P3 from cytosolic vesicles to plasma membrane	1.00	0.00	0.20	Q3TBL6 (ENSMUSG00000074345)	1	1		0	4	R-MMU-1483255	PI Metabolism
R-MMU-70975	Acetyl-CoA + H2O + Oxaloacetate => Citrate + CoA	1.00	0.00	0.29	Q9CZU6 (ENSMUSG00000005683):Q80X68 (ENSMUSG00000046934)	2	2		0	5	R-MMU-71403	Citric acid cycle (TCA cycle)
R-MMU-200396	Creatine transport across the plasma membrane	1.00	0.00	0.20	Q8VBW1 (ENSMUSG00000019558)	1	1		0	4	R-MMU-71288	Creatine metabolism
R-MMU-1855158	5-PP-IP5 is phosphorylated to 5-PPP-IP5 by IP6K1/3 in the cytosol	1.00	0.00	0.33	Q8BWD2 (ENSMUSG00000024210):Q6PD10 (ENSMUSG00000032594)	2	2		0	4	R-MMU-1855167	Synthesis of pyrophosphates in the cytosol
R-MMU-1482691	2-acyl LPS is acylated to PS by LPSAT	1.00	0.00	0.43	Q6NVG1 (ENSMUSG00000027134):Q91V01 (ENSMUSG00000004270):Q8BH98 (ENSMUSG00000038732)	3	3		0	4	R-MMU-1482801	Acyl chain remodelling of PS
R-MMU-1605624	Beta-galactosidase hydrolyses GM1 to GM2	1.00	0.00	0.20	P23780 (ENSMUSG00000045594)	1	1		0	4	R-MMU-1660662	Glycosphingolipid metabolism
R-MMU-6787329	PGM2:Mg2+ isomerises R1P to R5P	1.00	0.00	0.25	Q7TSV4 (ENSMUSG00000029171)	1	1		0	3	R-MMU-71336	Pentose phosphate pathway (hexose monophosphate shunt)
R-MMU-1483186	PC is converted to PS by PTDSS1	1.00	0.00	0.20	Q99LH2 (ENSMUSG00000021518)	1	1		0	4	R-MMU-1483101	Synthesis of PS
R-MMU-8955844	RBKS phosphorylates ribose to R5P	1.00	0.00	0.20	Q8R1Q9 (ENSMUSG00000029136)	1	1		0	4	R-MMU-71336	Pentose phosphate pathway (hexose monophosphate shunt)
R-MMU-2161917	15S-HpETE is oxidised to LXA4/B4 by ALOX5	1.00	0.00	0.38	P48999 (ENSMUSG00000025701):P30355 (ENSMUSG00000060063):Q60860 (ENSMUSG00000020377)	3	3		0	5	R-MMU-2142700	Synthesis of Lipoxins (LX)
R-MMU-428260	dihydroceramide + NADPH + H+ + O2 => phytoceramide + NADP+ + H2O	1.00	0.00	0.12	Q8R2F2 (ENSMUSG00000021263)	1	1		0	7	R-MMU-1660661	Sphingolipid de novo biosynthesis
R-MMU-1855197	I(1,3,4)P3 is phosphorylated to I(1,3,4,6)P4 by ITPK1 in the cytosol	1.00	0.00	0.17	Q8BYN3 (ENSMUSG00000057963)	1	1		0	5	R-MMU-1855204	Synthesis of IP3 and IP4 in the cytosol
R-MMU-76494	POR reduces CYP450:Fe3+ to CYP450:Fe2+	1.00	0.00	0.20	P37040 (ENSMUSG00000005514)	1	1		0	4	R-MMU-211897	Cytochrome P450 - arranged by substrate type
R-MMU-977348	3-phosphoglycerate is dehydrogenated	1.00	0.00	0.17	Q61753 (ENSMUSG00000053398)	1	1		0	5	R-MMU-977347	Serine biosynthesis
R-MMU-70893	methylmalonate semialdehyde + NAD+ + CoA => propionyl-CoA + CO2 + NADH + H+	1.00	0.00	0.12	Q9EQ20 (ENSMUSG00000021238)	1	1		0	7	R-MMU-70895	Branched-chain amino acid catabolism
R-MMU-1638104	Ceramide glucosyltransferase (UGCG) catalyses the transfer of glucose to ceramide	1.00	0.00	0.20	O88693 (ENSMUSG00000028381)	1	1		0	4	R-MMU-1660662	Glycosphingolipid metabolism
R-MMU-175993	HNMT transfers CH3 group from AdoMet to Hist	1.00	0.00	0.20	Q91VF2 (ENSMUSG00000026986)	1	1		0	4	R-MMU-70921	Histidine catabolism
R-MMU-200740	5,10-methenylTHF polyglutamate + H2O <=> 10-formylTHF polyglutamate	1.00	0.00	0.25	Q922D8 (ENSMUSG00000021048)	1	1		0	3	R-MMU-196757	Metabolism of folate and pterines
R-MMU-1855233	I(1,4,5)P3 is phosphorylated to I(1,3,4,5)P4 by IPMK in the nucleus	1.00	0.00	0.20	Q7TT16 (ENSMUSG00000060733)	1	1		0	4	R-MMU-1855191	Synthesis of IPs in the nucleus
R-MMU-71299	6-phospho-D-gluconate + NADP+ => D-ribulose 5-phosphate + CO2 + NADPH + H+	1.00	0.00	0.14	Q9DCD0 (ENSMUSG00000028961)	1	1		0	6	R-MMU-71336	Pentose phosphate pathway (hexose monophosphate shunt)
R-MMU-71020	D-methylmalonyl-CoA <=> L-methylmalonyl-CoA	1.00	0.00	0.33	Q9D1I5 (ENSMUSG00000033429)	1	1		0	2	R-MMU-71032	Propionyl-CoA catabolism
R-MMU-1855230	5-PP-IP4 is phosphorylated to 1,5-(PP)2-IP3 by IP6K1/2 in the nucleus	1.00	0.00	0.33	Q6PD10 (ENSMUSG00000032594):Q80V72 (ENSMUSG00000032599)	2	2		0	4	R-MMU-1855191	Synthesis of IPs in the nucleus
R-MMU-8952873	MECR dimer reduces tdec2-CoA to DEC-CoA	1.00	0.00	0.17	Q9DCS3 (ENSMUSG00000028910)	1	1		0	5	R-MMU-77346	Beta oxidation of decanoyl-CoA to octanoyl-CoA-CoA
R-MMU-141341	SMOX-3 oxidises SPN to SPM	1.00	0.00	0.14	Q99K82 (ENSMUSG00000027333)	1	1		0	6	R-MMU-141334:R-MMU-351200	PAOs oxidise polyamines to amines:Interconversion of polyamines
R-MMU-6814797	ENPP6 hydrolyzes lysophosphatidylcholine	1.00	0.00	0.20	Q8BGN3 (ENSMUSG00000038173)	1	1		0	4	R-MMU-6814848	Glycerophospholipid catabolism
R-MMU-77309	3-Oxododecanoyl-CoA+CoA-SH<=>Decanoyl-CoA	1.00	0.00	0.33	Q8BMS1 (ENSMUSG00000025745):Q99JY0 (ENSMUSG00000059447)	2	2		0	4	R-MMU-77310	Beta oxidation of lauroyl-CoA to decanoyl-CoA-CoA
R-MMU-2066787	Oxidation of tetracosapentaenoyl-CoA to delta2-tetracosaheptaenoyl-CoA	1.00	0.00	0.17	Q9R0H0 (ENSMUSG00000020777)	1	1		0	5	R-MMU-2046106	alpha-linolenic acid (ALA) metabolism
R-MMU-193763	Isomerization of 25(R) TetraHCA-CoA to (24R, 25R) 3alpha,7alpha,12alpha,24-tetrahydroxy-5beta-cholestanoyl-CoA	1.00	0.00	0.33	O09174 (ENSMUSG00000022244)	1	1		0	2	R-MMU-193775	Synthesis of bile acids and bile salts via 24-hydroxycholesterol
R-MMU-1482547	1-acyl LPC is acylated to PC by LPCAT	1.00	0.00	0.56	Q3TFD2 (ENSMUSG00000021608):Q8R3I2 (ENSMUSG00000020646):Q6NVG1 (ENSMUSG00000027134):Q91V01 (ENSMUSG00000004270):Q8BYI6 (ENSMUSG00000033192)	5	5		0	4	R-MMU-1482788	Acyl chain remodelling of PC
R-MMU-77323	(S)-Hydroxyhexanoyl-CoA+NAD<=>3-Oxohexanoyl-CoA+NADH+H	1.00	0.00	0.17	Q61425 (ENSMUSG00000027984)	1	1		0	5	R-MMU-77350	Beta oxidation of hexanoyl-CoA to butanoyl-CoA
R-MMU-266051	5S-HpETE is dehydrated to LTA4 by ALOX5	1.00	0.00	0.38	P48999 (ENSMUSG00000025701):P30355 (ENSMUSG00000060063):Q60860 (ENSMUSG00000020377)	3	3		0	5	R-MMU-2142691	Synthesis of Leukotrienes (LT) and Eoxins (EX)
R-MMU-8869633	NMRK1 phosphorylates NR to yield NMN	1.00	0.00	0.17	Q91W63 (ENSMUSG00000037847)	1	1		0	5	R-MMU-196807	Nicotinate metabolism
R-MMU-1482667	1-acyl LPE is acylated to PE by LPEAT	1.00	0.00	0.50	Q8R3I2 (ENSMUSG00000020646):Q6NVG1 (ENSMUSG00000027134):Q91V01 (ENSMUSG00000004270):Q8BH98 (ENSMUSG00000038732)	4	4		0	4	R-MMU-1482839	Acyl chain remodelling of PE
R-MMU-109338	Isomerization of cis,cis-3,6-Dodecadienoyl-CoA to form trans,cis-Lauro-2,6-dienoyl-CoA	1.00	0.00	0.33	P42125 (ENSMUSG00000024132)	1	1		0	2	R-MMU-77288	mitochondrial fatty acid beta-oxidation of unsaturated fatty acids
R-MMU-1861788	Glucosylceramidase 2 cleaves the glucosidic bond of glucocerebroside to form ceramide (plasma membrane)	1.00	0.00	0.20	Q69ZF3 (ENSMUSG00000028467)	1	1		0	4	R-MMU-1660662	Glycosphingolipid metabolism
R-MMU-194674	4,4-dimethylcholesta-8(9),14,24-trien-3beta-ol is reduced to 4,4-dimethylcholesta-8(9),24-dien-3beta-ol [LBR]	1.00	0.00	0.17	Q3U9G9 (ENSMUSG00000004880)	1	1		0	5	R-MMU-191273	Cholesterol biosynthesis
R-MMU-1606564	Galactocerebrosidase cleaves the galactosyl bond of galactocerebroside to form ceramide	1.00	0.00	0.20	P54818 (ENSMUSG00000021003)	1	1		0	4	R-MMU-1660662	Glycosphingolipid metabolism
R-MMU-192054	3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-27-al is oxidized to 3alpha,7alpha,12alpha-trihydroxy-5beta-cholestanoate (THCA)	1.00	0.00	0.12	Q9DBG1 (ENSMUSG00000026170)	1	1		0	7	R-MMU-193368	Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol
R-MMU-194718	4-carboxycholesta-8(9),24-dien-3beta-ol is decarboxylated and oxidized to form cholesta-8(9),24-dien-3-one (zymosterone)	1.00	0.00	0.14	Q9R1J0 (ENSMUSG00000031349)	1	1		0	6	R-MMU-191273	Cholesterol biosynthesis
R-MMU-193385	Hydrolysis of choloyl-CoA to cholate and CoASH	1.00	0.00	0.20	P58137 (ENSMUSG00000017307)	1	1		0	4	R-MMU-193368	Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol
R-MMU-189465	FECH binds Fe2+ to PRIN9 to form heme	1.00	0.00	0.17	Q544X6 (ENSMUSG00000024588)	1	1		0	5	R-MMU-189451	Heme biosynthesis
R-MMU-71010	MUT isomerises L-MM-CoA to SUCC-CoA	1.00	0.00	0.40	Q8C7H1 (ENSMUSG00000037022):P16332 (ENSMUSG00000023921)	2	2		0	3	R-MMU-196741:R-MMU-71032	Cobalamin (Cbl, vitamin B12) transport and metabolism:Propionyl-CoA catabolism
R-MMU-71181	fumarylacetoacetate => fumarate + acetoacetate	1.00	0.00	0.20	P35505 (ENSMUSG00000030630)	1	1		0	4	R-MMU-71182	Phenylalanine and tyrosine catabolism
R-MMU-1482646	2-acyl LPE is acylated to PE by LPEAT	1.00	0.00	0.50	Q8R3I2 (ENSMUSG00000020646):Q6NVG1 (ENSMUSG00000027134):Q91V01 (ENSMUSG00000004270):Q8BH98 (ENSMUSG00000038732)	4	4		0	4	R-MMU-1482839	Acyl chain remodelling of PE
R-MMU-389842	HAO1 tetramer oxidizes glycolate to glyoxylate	1.00	0.00	0.17	Q9WU19 (ENSMUSG00000027261)	1	1		0	5	R-MMU-389661	Glyoxylate metabolism and glycine degradation
R-MMU-176494	SULTs transfer (SO4)2- group to 27HCHOL	1.00	0.00	0.20	O35400 (ENSMUSG00000003271)	1	1		0	4	R-MMU-156584	Cytosolic sulfonation of small molecules
R-MMU-200676	5,10-methyleneTHF polyglutamate + NADPH + H+ => 5-methylTHF polyglutamate + NADP+	1.00	0.00	0.17	Q9WU20 (ENSMUSG00000029009)	1	1		0	5	R-MMU-196757	Metabolism of folate and pterines
R-MMU-8876789	CARNMT1 methylates CARN to Anserine	1.00	0.00	0.20	Q80UY1 (ENSMUSG00000024726)	1	1		0	4	R-MMU-70921	Histidine catabolism
R-MMU-77321	3-Oxohexanoyl-CoA+CoA-SH<=>Butanoyl-CoA	1.00	0.00	0.33	Q8BMS1 (ENSMUSG00000025745):Q99JY0 (ENSMUSG00000059447)	2	2		0	4	R-MMU-77350	Beta oxidation of hexanoyl-CoA to butanoyl-CoA
R-MMU-193737	3alpha,7alpha,24(S)-trihydroxy-5beta-cholestan-27-al is oxidized to 3alpha,7alpha,24(S)-trihydroxy-5beta-cholestanoate (3,7,24THCA)	1.00	0.00	0.12	Q9DBG1 (ENSMUSG00000026170)	1	1		0	7	R-MMU-193775	Synthesis of bile acids and bile salts via 24-hydroxycholesterol
R-MMU-428676	sphingosine 1-phosphate => phosphoethanolamine + hexadec-2-enal	1.00	0.00	0.25	Q8R0X7 (ENSMUSG00000020097)	1	1		0	3	R-MMU-1660661	Sphingolipid de novo biosynthesis
R-MMU-5692237	ADH5 oxidises S-HMGSH to S-FGSH	1.00	0.00	0.14	P28474 (ENSMUSG00000028138)	1	1		0	6	R-MMU-71384	Ethanol oxidation
R-MMU-196773	COASY phosphorylates DP-CoA	1.00	0.00	0.20	Q9DBL7 (ENSMUSG00000001755)	1	1		0	4	R-MMU-196783	Coenzyme A biosynthesis
R-MMU-1855207	IP6 is phosphorylated to 5-PP-IP5 by IP6K1/2 in the nucleus	1.00	0.00	0.33	Q6PD10 (ENSMUSG00000032594):Q80V72 (ENSMUSG00000032599)	2	2		0	4	R-MMU-1855191	Synthesis of IPs in the nucleus
R-MMU-71286	guanidinoacetate + S-adenosylmethionine => creatine + S-adenosylhomocysteine	1.00	0.00	0.17	O35969 (ENSMUSG00000020150)	1	1		0	5	R-MMU-71288	Creatine metabolism
R-MMU-77314	Crotonoyl-CoA+H2O<=>(S)-3-Hydroxybutanoyl-CoA	1.00	0.00	0.25	Q8BH95 (ENSMUSG00000025465)	1	1		0	3	R-MMU-77352	Beta oxidation of butanoyl-CoA to acetyl-CoA
R-MMU-165026	OCTN2 / SLC22A5 transports CAR from extracellular space to cytosol	1.00	0.00	0.33	Q9WTN6 (ENSMUSG00000063652):Q9Z0E8 (ENSMUSG00000018900)	2	2		0	4	R-MMU-200425	Import of palmitoyl-CoA into the mitochondrial matrix
R-MMU-193789	Cholest-5-ene-3beta,7alpha,24(S)-triol is oxidized and isomerized to 4-cholesten-7alpha,24(S)-diol-3-one	1.00	0.00	0.17	Q9EQC1 (ENSMUSG00000042289)	1	1		0	5	R-MMU-193775	Synthesis of bile acids and bile salts via 24-hydroxycholesterol
R-MMU-193533	Thiolysis of 3alpha,7alpha-dihydroxy-5beta-cholan-24-one-CoA yields chenodeoxycholoyl-CoA (3alpha,7alpha-dihydroxy-5beta-cholan-24-one-CoA) and propionyl CoA	1.00	0.00	0.20	P32020 (ENSMUSG00000028603)	1	1		0	4	R-MMU-193368	Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol
